"CLIENTNUM","Customer_Age","Gender","Education_Level","Marital_Status","Income_Category","Months_Inactive_12_mon","Credit_Limit","Total_Trans_Amt","Total_Trans_Ct"
719999508,37,"M","Unknown","Married","$60K - $80K",1,11894,2438,45
721236408,38,"M","Graduate","Married","$80K - $120K",3,7535,1655,41
720122808,52,"M","High School","Married","$60K - $80K",4,33180,797,14
716882658,62,"F","Graduate","Married","Less than $40K",2,2986,2141,55
713734758,35,"F","Graduate","Married","Unknown",2,6729,2080,50
709085358,36,"M","Graduate","Single","$60K - $80K",3,2601,2542,67
715785933,54,"M","College","Married","$80K - $120K",3,3380,1636,58
717159858,27,"M","High School","Single","$60K - $80K",2,2730,2319,61
713259858,26,"M","High School","Single","$40K - $60K",1,3324,982,22
787516908,56,"F","Graduate","Married","Less than $40K",3,2665,1880,58
711145008,60,"F","Graduate","Married","$40K - $60K",3,5015,1325,29
715013733,54,"M","Graduate","Married","$60K - $80K",3,6905,1370,25
717098208,48,"M","Unknown","Married","$80K - $120K",2,5848,1961,51
737982408,33,"M","College","Single","$80K - $120K",3,19136,2501,55
713216883,64,"F","Unknown","Married","Less than $40K",3,3500,2003,41
709361058,35,"M","Graduate","Married","$60K - $80K",1,7453,1691,47
710312658,54,"F","Unknown","Married","Less than $40K",3,6266,1456,27
773383158,29,"F","College","Single","Less than $40K",3,4945,2743,69
716053083,33,"M","Graduate","Married","$120K +",2,27992,837,18
717667833,34,"M","Graduate","Married","$40K - $60K",2,3735,1877,33
716998608,48,"M","Graduate","Unknown","$60K - $80K",3,6703,1843,44
772086408,38,"M","High School","Single","$80K - $120K",1,6162,1527,35
708597558,42,"M","High School","Single","$60K - $80K",4,3337,3951,68
718011783,55,"M","Graduate","Married","$40K - $60K",3,2205,1591,38
714360033,62,"M","High School","Married","$40K - $60K",1,4450,1326,44
811005858,33,"F","Unknown","Married","Less than $40K",2,1438.3,2914,70
794485158,38,"M","Unknown","Married","$80K - $120K",1,2172,2447,46
708513183,39,"M","Uneducated","Married","$40K - $60K",2,4323,3078,58
719353158,56,"M","College","Married","$80K - $120K",1,4145,1238,36
711436083,36,"M","Graduate","Married","Less than $40K",3,2032,2454,46
780374133,29,"M","College","Single","$80K - $120K",3,7010,2413,48
739117233,57,"M","High School","Married","$120K +",3,3205,2126,58
708486033,55,"F","Post-Graduate","Married","Unknown",2,16547,1782,48
795237183,51,"F","Graduate","Married","$40K - $60K",2,5930,2041,32
788788758,57,"F","College","Single","Unknown",1,7469,2050,46
709635858,56,"F","Graduate","Married","Less than $40K",2,2235,1229,27
789701658,26,"M","College","Single","$40K - $60K",2,2047,2180,33
713484483,36,"F","Uneducated","Single","Unknown",1,34516,2298,55
711954558,53,"F","Graduate","Married","$40K - $60K",3,2636,1333,34
712655583,41,"M","Graduate","Married","$40K - $60K",3,6425,2036,44
779686683,26,"F","Post-Graduate","Single","Less than $40K",3,2902,2088,34
711226758,51,"F","College","Divorced","Less than $40K",2,4002,2024,53
713241033,34,"M","Graduate","Married","$60K - $80K",3,5175,2405,49
788754108,65,"F","Unknown","Single","$40K - $60K",2,4599,2608,78
717013383,52,"M","High School","Married","$80K - $120K",3,31258,2866,53
712634133,54,"F","Graduate","Married","Less than $40K",2,2683,1406,37
709537683,37,"M","College","Married","$80K - $120K",4,11638,563,15
778627983,40,"F","Graduate","Married","Unknown",1,1829,1610,49
720241758,55,"M","Doctorate","Married","$80K - $120K",1,8276,1409,25
720814233,45,"M","High School","Unknown","$80K - $120K",3,23539,1485,38
785080308,37,"F","High School","Married","Less than $40K",3,2352,2344,48
713358633,30,"M","Graduate","Single","$60K - $80K",1,11371,2768,68
720392433,55,"F","Unknown","Married","Less than $40K",6,2857,1869,47
720282558,36,"M","Graduate","Single","$80K - $120K",2,34516,2873,73
821370858,39,"M","Graduate","Married","$40K - $60K",3,6690,1734,39
799249833,34,"M","Graduate","Single","Less than $40K",1,4439,2858,71
713016633,47,"M","High School","Single","$60K - $80K",3,5344,1984,36
814471983,42,"M","High School","Divorced","$80K - $120K",3,27310,1537,41
779612808,61,"M","Graduate","Married","$40K - $60K",2,2531,1263,35
716692683,31,"M","College","Single","$40K - $60K",1,9096,2318,54
790145733,40,"M","College","Single","$80K - $120K",3,34516,1112,26
716038533,42,"F","Graduate","Unknown","Less than $40K",1,7169,1438,35
714421233,54,"F","Graduate","Married","Less than $40K",3,5399,1292,34
709783908,52,"F","Unknown","Married","Less than $40K",3,2280,1924,50
812788233,31,"F","Graduate","Married","Less than $40K",1,6315,2205,43
772452783,43,"M","Unknown","Married","$40K - $60K",1,4402,1774,46
714002658,49,"M","Unknown","Married","$120K +",4,27732,1413,31
713464983,45,"F","Graduate","Unknown","$40K - $60K",3,4947,3479,76
713910108,38,"M","Graduate","Married","$80K - $120K",2,3946,1646,43
808169358,57,"M","Uneducated","Single","$40K - $60K",3,12291,1683,50
714013083,63,"F","Graduate","Married","$40K - $60K",2,3067,1420,32
715381533,42,"F","Post-Graduate","Single","Less than $40K",2,1438.3,2451,55
717678408,61,"F","Doctorate","Married","$40K - $60K",2,8633,2066,51
719143308,37,"M","Unknown","Single","$40K - $60K",4,2394,2805,85
711509658,61,"M","Graduate","Married","$120K +",0,11374,1088,26
757481283,35,"M","College","Married","$60K - $80K",3,6921,1931,35
808681158,57,"M","Graduate","Married","$80K - $120K",6,2564,1343,35
718867683,64,"M","Unknown","Married","Less than $40K",3,2720,1613,43
714618333,39,"F","Doctorate","Married","Unknown",2,9843,1402,35
794562783,28,"F","Unknown","Single","Unknown",3,21691,2534,51
708208758,53,"M","Graduate","Single","$80K - $120K",3,1826,2199,48
794504658,39,"M","Unknown","Married","$60K - $80K",3,5746,1562,44
714772758,35,"F","Graduate","Married","Less than $40K",2,2926,1851,48
713830233,47,"F","High School","Married","$40K - $60K",3,7061,1831,60
713577483,47,"M","Unknown","Married","$80K - $120K",3,5589,1570,31
814513008,38,"M","Graduate","Married","$80K - $120K",3,9620,1735,43
712765158,26,"F","High School","Single","Less than $40K",3,2539,2386,47
714411108,37,"F","Graduate","Single","Unknown",2,3642,2790,68
720231108,57,"M","Graduate","Single","Less than $40K",4,3451,3031,57
709035708,38,"F","Unknown","Married","Less than $40K",2,1841,1819,35
720662508,39,"M","Graduate","Married","$120K +",3,5764,1972,38
708623283,35,"M","Uneducated","Single","$60K - $80K",3,18278,2084,61
813247083,38,"M","Graduate","Married","$80K - $120K",3,16059,1357,26
780078333,56,"M","Unknown","Married","$60K - $80K",2,5887,1193,26
811915383,36,"M","Uneducated","Married","$40K - $60K",2,3152,2530,50
719818983,39,"M","College","Divorced","$80K - $120K",3,12464,1195,35
716349183,58,"F","Uneducated","Married","Unknown",2,4784,2160,54
710067183,28,"M","High School","Single","Less than $40K",2,1950,2074,81
771234558,65,"F","Graduate","Single","Less than $40K",3,7478,2213,62
820288233,26,"F","Uneducated","Single","Less than $40K",3,1438.3,2731,39
717511533,28,"M","Graduate","Single","Less than $40K",2,1707,2950,87
711642108,30,"F","Uneducated","Married","Unknown",2,4016,2572,35
712495233,31,"F","Uneducated","Married","Less than $40K",3,2370,2411,53
718484283,57,"M","Post-Graduate","Married","$60K - $80K",1,3478,1409,49
717413658,43,"M","High School","Married","$40K - $60K",2,1539,1987,47
804668658,26,"F","Uneducated","Single","Less than $40K",2,1438.3,947,20
715934283,39,"F","High School","Single","$40K - $60K",3,3142,3046,56
717499083,35,"M","Unknown","Single","$60K - $80K",1,17236,3013,78
715279683,52,"F","Uneducated","Married","$40K - $60K",1,1438.3,1679,39
718971333,33,"M","Graduate","Single","$80K - $120K",3,13206,2342,51
709219533,53,"M","High School","Married","$60K - $80K",1,2480,1359,36
709150608,30,"F","Unknown","Married","Less than $40K",1,2898,2632,64
788259558,59,"M","Unknown","Married","Less than $40K",3,1570,1430,28
802464033,65,"F","Graduate","Married","Less than $40K",3,4460,1877,41
712757808,33,"F","Uneducated","Married","Less than $40K",2,1544,1731,40
714457083,52,"F","High School","Married","Unknown",3,3456,1332,24
713413758,26,"F","College","Single","Unknown",3,2751,2270,44
708741633,52,"M","High School","Married","$60K - $80K",3,4153,1771,41
714043833,37,"F","Graduate","Single","Less than $40K",2,3685,3016,85
789577833,56,"M","Graduate","Married","$120K +",1,8902,969,29
787570758,35,"M","Uneducated","Married","$120K +",3,2944,2070,44
720371733,58,"F","Graduate","Married","Less than $40K",3,2232,1395,39
819117183,34,"F","Unknown","Married","$40K - $60K",2,1569,2169,48
711776433,37,"M","Uneducated","Single","$80K - $120K",2,23622,2574,65
709583133,53,"M","Uneducated","Married","$40K - $60K",3,3326,1627,54
719521983,38,"M","Uneducated","Married","$40K - $60K",3,6116,1592,32
718415133,38,"M","Uneducated","Married","$80K - $120K",1,11352,1601,34
710594358,28,"F","Unknown","Single","Less than $40K",3,14910,2560,72
709730508,39,"F","High School","Single","Unknown",3,17531,4563,61
720462633,43,"F","Uneducated","Single","Less than $40K",2,4138,1827,49
715005558,36,"M","College","Single","$80K - $120K",2,8374,2472,65
779993208,38,"F","Uneducated","Married","Less than $40K",3,7049,1475,27
787543008,37,"M","Graduate","Single","$40K - $60K",3,3851,2349,61
743265108,37,"M","College","Single","$60K - $80K",1,15936,2477,49
713770383,29,"F","Uneducated","Divorced","Less than $40K",4,2926,2775,74
712392108,51,"M","High School","Married","$60K - $80K",2,10305,1451,25
720145683,54,"M","College","Married","$60K - $80K",2,2987,1617,35
714832383,35,"M","High School","Single","$80K - $120K",2,34516,2949,70
772706283,38,"F","College","Married","$40K - $60K",3,6275,1585,43
795920358,33,"F","High School","Married","Less than $40K",2,7185,2679,45
716277558,45,"F","Uneducated","Single","Less than $40K",3,3281,1779,47
764776833,61,"M","Graduate","Married","$40K - $60K",3,3077,1523,30
710795883,33,"F","Uneducated","Married","Less than $40K",1,2042,2758,50
710428308,55,"M","High School","Single","$60K - $80K",1,2001,1910,51
721096983,34,"F","Graduate","Single","Less than $40K",3,3625,2616,46
715760733,58,"M","High School","Married","$40K - $60K",3,7803,1199,25
718227033,38,"F","Graduate","Married","Less than $40K",1,5951,2565,53
720610008,59,"M","College","Married","$120K +",5,15796,1339,23
719517258,57,"M","Unknown","Single","$80K - $120K",3,7558,3676,67
714111333,55,"M","High School","Married","$60K - $80K",1,5381,1910,38
717551358,63,"M","Graduate","Married","$60K - $80K",1,3556,2279,56
813573333,60,"M","High School","Married","Less than $40K",1,2661,1354,25
711709683,53,"F","Uneducated","Married","Less than $40K",1,3506,1999,48
712902483,35,"M","High School","Married","$60K - $80K",2,2066,1895,43
710893533,53,"M","Unknown","Married","$120K +",1,8329,1570,56
719883858,58,"M","Graduate","Married","Less than $40K",1,2774,1258,33
719628033,33,"F","Post-Graduate","Married","Unknown",3,4134,2475,52
712043433,53,"M","Graduate","Married","$80K - $120K",2,11329,1213,33
769095558,59,"M","Doctorate","Single","$60K - $80K",2,9055,1755,45
816094233,37,"M","High School","Married","$120K +",2,17393,1692,38
758417508,50,"F","High School","Divorced","Less than $40K",3,5908,3313,72
721234308,35,"F","Uneducated","Married","Less than $40K",2,5825,2820,62
717138558,28,"M","Post-Graduate","Married","$40K - $60K",1,3665,1813,31
798120858,37,"M","Uneducated","Married","$80K - $120K",2,3797,2555,44
709997958,39,"M","Graduate","Married","$40K - $60K",3,3478,2133,54
712617408,31,"M","Post-Graduate","Single","$40K - $60K",3,13734,2566,74
720158208,37,"M","Graduate","Married","$60K - $80K",3,3034,2058,49
716548083,39,"M","Graduate","Married","Less than $40K",1,2973,2593,57
717631008,38,"M","Graduate","Married","$80K - $120K",1,24296,1886,48
813964383,35,"M","Graduate","Single","$40K - $60K",1,8969,2568,59
719952408,30,"M","Graduate","Married","Less than $40K",3,2550,1870,51
771028533,48,"F","Post-Graduate","Married","Less than $40K",1,10357,911,25
771823308,33,"F","Uneducated","Unknown","Less than $40K",1,1475,1896,33
719854008,47,"M","Unknown","Single","$40K - $60K",6,5154,1694,32
713998233,37,"F","High School","Single","Less than $40K",2,3586,2780,57
714746358,38,"M","Unknown","Married","$60K - $80K",1,4646,2234,35
713574708,39,"M","College","Single","$40K - $60K",2,1640,3124,66
714753258,34,"M","Unknown","Married","$60K - $80K",2,2379,2966,50
712004208,65,"M","Graduate","Single","Less than $40K",3,3422,1973,59
719621958,43,"M","Graduate","Unknown","$60K - $80K",2,4365,1720,40
819610908,38,"M","Uneducated","Single","$80K - $120K",4,32938,1137,26
823948308,48,"M","Post-Graduate","Unknown","$40K - $60K",2,6710,1727,37
712064358,38,"M","Graduate","Married","$60K - $80K",3,2507,1999,34
816013383,65,"F","Graduate","Divorced","Less than $40K",6,6184,1712,27
758765808,36,"F","Unknown","Married","Less than $40K",3,2029,1802,40
780881358,35,"M","Graduate","Single","$40K - $60K",3,16659,2551,74
709422183,58,"F","Graduate","Married","Less than $40K",2,2203,1788,45
779951058,54,"F","High School","Married","Unknown",2,5122,1908,39
809941233,53,"M","Graduate","Married","$80K - $120K",1,3074,1377,38
710844408,38,"M","Post-Graduate","Married","$60K - $80K",3,2584,1843,28
819002508,31,"M","Unknown","Single","$40K - $60K",1,2037,2563,64
807141183,34,"M","Graduate","Married","$120K +",3,14938,1930,36
711119358,38,"M","Unknown","Married","$60K - $80K",1,2014,2460,52
808273533,39,"M","High School","Single","$60K - $80K",4,1818,2054,55
716297658,37,"M","Graduate","Single","$80K - $120K",1,14926,2405,55
716532258,51,"F","High School","Single","Less than $40K",3,2827,3291,55
720540708,53,"F","Uneducated","Married","Less than $40K",2,2773,1197,25
720904233,53,"M","Graduate","Married","$80K - $120K",3,16033,1158,31
720863133,65,"M","Graduate","Married","Less than $40K",3,3213,1855,39
714957108,33,"F","High School","Divorced","Less than $40K",1,3616,3133,72
790102008,37,"M","Doctorate","Single","$60K - $80K",1,5924,3305,80
781933983,47,"M","Graduate","Married","$40K - $60K",3,14535,2970,76
712643358,59,"F","High School","Married","Less than $40K",2,2833,1335,23
716686158,59,"F","Post-Graduate","Married","Less than $40K",2,1479,1621,32
806894133,34,"F","Post-Graduate","Single","Unknown",1,1617,2546,55
721344858,26,"M","Uneducated","Single","Less than $40K",4,2237,2192,36
813230208,45,"M","College","Single","$120K +",3,2900,4686,64
716835033,54,"F","Graduate","Married","Unknown",3,13126,1836,37
787500333,52,"M","Post-Graduate","Single","$80K - $120K",1,8695,2030,58
768582033,47,"M","High School","Married","$40K - $60K",3,6692,3902,76
713992158,57,"F","Unknown","Married","Less than $40K",1,2159,1353,30
719916408,34,"M","Graduate","Married","$60K - $80K",2,2501,1850,34
789433758,36,"M","College","Married","$80K - $120K",3,6338,1715,39
785011383,36,"F","Uneducated","Divorced","$40K - $60K",3,2190,1412,38
719283633,57,"F","Uneducated","Married","$40K - $60K",2,7578,1325,29
710816358,29,"M","Post-Graduate","Married","Less than $40K",3,2963,2523,48
779653458,37,"M","Graduate","Married","$80K - $120K",3,8260,2323,47
716382708,46,"F","Graduate","Single","Less than $40K",4,8309,1165,35
710387583,55,"M","High School","Married","$80K - $120K",1,3864,1018,32
718772133,56,"M","Graduate","Married","$80K - $120K",3,10230,1484,34
711224733,32,"M","High School","Married","$120K +",3,22382,695,10
718360083,39,"M","Uneducated","Married","$120K +",3,25790,2443,70
716102583,63,"F","Graduate","Married","Less than $40K",1,2675,1959,56
720673008,49,"F","Unknown","Divorced","Less than $40K",3,1652,1771,47
708459633,38,"M","High School","Married","$60K - $80K",1,5815,1604,42
712868733,60,"M","Uneducated","Married","Less than $40K",1,2595,1562,27
713790708,38,"M","Uneducated","Married","$60K - $80K",2,3421,2269,39
717648783,63,"M","High School","Married","$80K - $120K",2,6922,1449,28
714709983,43,"F","College","Married","Less than $40K",2,6979,1665,44
819409608,39,"F","Graduate","Married","Less than $40K",3,2594,1457,43
717585858,35,"F","High School","Single","Unknown",2,16915,2795,55
791856033,45,"M","College","Divorced","$80K - $120K",4,34516,1041,27
714474483,35,"F","Graduate","Married","$40K - $60K",2,2523,2005,50
716448783,48,"F","Graduate","Married","$40K - $60K",4,6235,1225,34
711065133,26,"M","High School","Single","$40K - $60K",2,1473,2099,39
713769258,36,"M","College","Married","$120K +",2,17116,2547,45
712288158,37,"M","College","Married","$80K - $120K",3,4631,2864,37
714130233,39,"M","Unknown","Married","$60K - $80K",3,3047,1602,37
789127533,49,"M","High School","Divorced","$80K - $120K",2,32338,3013,83
717038733,56,"M","Uneducated","Married","$60K - $80K",3,2253,1324,38
804840033,45,"M","College","Married","$60K - $80K",6,16611,1960,48
709363383,34,"M","High School","Single","Unknown",4,22886,2652,61
789760233,29,"M","Unknown","Divorced","$80K - $120K",3,3544,2435,63
712058958,28,"M","High School","Single","Less than $40K",3,3480,2744,75
708295533,65,"F","Post-Graduate","Married","Less than $40K",3,3549,1215,22
817686633,26,"F","College","Single","Less than $40K",2,1438.3,2856,39
713738883,57,"F","Uneducated","Married","Less than $40K",2,3136,1260,34
721310283,47,"M","Graduate","Single","$120K +",2,34516,1804,32
803132733,54,"F","Graduate","Married","Less than $40K",3,6814,1339,30
779852133,48,"M","Unknown","Married","$120K +",2,34516,3093,66
716210283,36,"F","High School","Married","Unknown",3,8500,1618,37
711615933,43,"M","Graduate","Married","$80K - $120K",3,28170,1013,28
785311158,54,"F","Graduate","Single","Less than $40K",1,6610,3328,69
717267108,37,"M","College","Single","$60K - $80K",3,15755,2061,61
711636558,33,"M","Graduate","Married","$80K - $120K",3,2711,1567,42
717504258,38,"M","College","Married","$40K - $60K",1,3735,1573,35
718242333,36,"M","Graduate","Single","$80K - $120K",3,10216,2568,69
771844458,40,"F","Graduate","Married","Unknown",1,20420,1804,41
708892833,37,"M","Graduate","Married","$120K +",4,13662,725,22
779465358,26,"F","High School","Single","Unknown",3,3038,2243,38
720191883,45,"M","High School","Single","$60K - $80K",3,7050,1236,36
710934033,26,"M","High School","Single","Less than $40K",1,1775,2169,43
714473658,42,"M","Graduate","Single","$40K - $60K",2,8960,1488,26
716569983,33,"M","College","Married","$80K - $120K",1,2355,1765,27
789833583,57,"F","High School","Married","$40K - $60K",2,6803,1476,30
818923158,55,"M","Graduate","Married","$60K - $80K",2,2145,1275,31
716596308,40,"M","Uneducated","Single","$80K - $120K",2,3919,1872,51
716620458,32,"M","High School","Single","Less than $40K",2,4500,2439,63
710251608,62,"F","High School","Married","Less than $40K",3,2941,1453,27
710633808,26,"M","Graduate","Single","$60K - $80K",3,7102,2411,41
719318583,37,"M","High School","Married","Less than $40K",3,6866,862,13
819202533,57,"M","Doctorate","Married","$80K - $120K",2,10378,1306,32
827360883,47,"F","High School","Married","Unknown",3,13473,1593,46
771196083,47,"M","Graduate","Married","$80K - $120K",3,18178,1837,37
809962908,48,"F","Graduate","Single","Unknown",3,8171,1909,52
788965683,49,"F","Uneducated","Married","Less than $40K",3,1438.3,2170,41
817142433,35,"M","Graduate","Married","$80K - $120K",3,8082,1725,29
716993058,57,"M","Unknown","Divorced","$60K - $80K",2,24589,4291,78
771040758,62,"F","Graduate","Single","Unknown",1,30310,3703,91
713309583,55,"F","College","Married","Less than $40K",3,2967,2177,59
710273658,36,"M","Graduate","Married","$60K - $80K",2,3092,2883,61
771429408,54,"M","High School","Married","$80K - $120K",3,1618,1515,31
719452308,30,"F","Graduate","Married","Less than $40K",2,2498,2048,35
818908833,46,"M","Graduate","Married","$40K - $60K",2,2564,2038,45
780998133,43,"M","Graduate","Married","$80K - $120K",4,10540,1980,45
801726933,34,"M","Graduate","Married","$120K +",3,13384,1899,33
788474658,55,"M","Graduate","Married","$80K - $120K",2,16208,1842,56
708438033,36,"F","Unknown","Married","Less than $40K",3,3049,2617,48
710562258,44,"M","Graduate","Married","$80K - $120K",4,19214,3407,47
770764908,39,"M","Unknown","Married","$60K - $80K",2,3071,1765,36
814776033,34,"M","Graduate","Single","$80K - $120K",1,13395,2650,69
715057383,40,"M","Graduate","Married","$60K - $80K",3,17126,3891,79
717970158,42,"M","College","Single","$60K - $80K",3,8083,3942,84
715168008,36,"M","Graduate","Divorced","$40K - $60K",2,8995,2398,61
720802833,26,"F","High School","Single","Less than $40K",2,2404,2692,63
789370383,42,"M","High School","Married","$40K - $60K",2,2807,1346,26
711782733,55,"M","Graduate","Married","$40K - $60K",3,3097,1390,24
709000008,45,"M","Unknown","Single","$80K - $120K",2,10651,2073,54
719381733,61,"M","High School","Single","$60K - $80K",2,2175,3994,64
771169458,41,"M","College","Married","$120K +",3,28020,1723,36
709974108,35,"F","Graduate","Single","Less than $40K",3,2640,3116,80
757024233,34,"M","Graduate","Single","$120K +",1,31313,2555,62
768928833,37,"M","High School","Married","$80K - $120K",2,7304,2717,63
720504633,46,"M","Uneducated","Unknown","$60K - $80K",2,3254,967,24
812441358,26,"M","College","Divorced","$40K - $60K",3,1438.3,2660,89
713287608,54,"F","High School","Married","Less than $40K",4,3161,2412,62
711357858,47,"F","Graduate","Single","Less than $40K",3,7246,777,13
715478733,56,"F","Graduate","Married","Less than $40K",4,3088,2292,54
780382008,42,"F","Unknown","Single","Less than $40K",3,13719,3774,63
715749858,30,"M","Unknown","Married","$40K - $60K",1,4726,1723,31
710951808,32,"M","Unknown","Married","Less than $40K",3,6100,1668,32
713469333,40,"M","High School","Single","$80K - $120K",2,19279,1777,56
719243808,33,"F","Graduate","Married","Less than $40K",2,3792,1888,39
772202058,64,"M","Graduate","Married","Less than $40K",3,2084,1597,37
711346383,33,"M","High School","Single","$80K - $120K",3,34516,2804,70
711405333,52,"M","Post-Graduate","Married","$80K - $120K",2,6849,1651,43
778407033,59,"F","Uneducated","Married","Less than $40K",3,2417,2367,50
714862083,41,"F","Uneducated","Single","Unknown",4,5802,3386,53
711199008,38,"M","Unknown","Married","$40K - $60K",2,2919,2399,57
709858533,29,"M","Graduate","Divorced","Less than $40K",1,2462,2320,57
718627458,43,"F","Doctorate","Married","Unknown",4,1947,2119,52
711816108,40,"M","High School","Single","$80K - $120K",2,18563,2395,45
717105258,37,"F","Graduate","Married","Less than $40K",3,3992,2181,32
715822008,32,"M","High School","Married","Less than $40K",2,3568,1913,35
714971583,36,"M","Graduate","Single","$60K - $80K",3,7776,3063,87
713663508,58,"M","High School","Unknown","$40K - $60K",2,1438.3,1088,22
709025583,53,"M","High School","Married","$80K - $120K",3,9355,1138,38
812809083,37,"F","Unknown","Single","Unknown",4,19636,2595,58
714073983,47,"M","Unknown","Single","$40K - $60K",3,7327,1788,46
789297558,36,"M","Uneducated","Single","$120K +",3,7049,2602,51
710375283,26,"F","Uneducated","Single","$40K - $60K",3,2033,2236,55
712189233,38,"F","Graduate","Married","$40K - $60K",1,5153,3095,63
713767383,32,"F","High School","Married","$40K - $60K",2,2062,2397,41
797414733,37,"F","Graduate","Single","Less than $40K",3,2005,2439,61
712452033,26,"M","Unknown","Single","Less than $40K",2,2479,2225,44
714151533,55,"F","Graduate","Married","$40K - $60K",4,4589,1569,33
720440583,35,"M","Unknown","Married","$80K - $120K",2,2263,1927,47
787494783,58,"M","High School","Married","$60K - $80K",3,8184,2140,49
819966033,32,"M","Graduate","Single","Unknown",3,9238,2522,68
710297133,47,"M","High School","Married","$80K - $120K",3,30210,3503,65
793355508,32,"M","Graduate","Single","Less than $40K",3,6942,2657,71
708580908,56,"M","High School","Married","$60K - $80K",3,14551,1373,35
719826333,34,"F","Doctorate","Single","Less than $40K",1,1438.3,2557,67
780689733,65,"M","Unknown","Single","Unknown",2,11332,2758,56
744764433,55,"M","Uneducated","Married","$120K +",2,30967,1473,35
714902283,43,"M","High School","Married","$80K - $120K",3,7866,2843,53
789309558,31,"M","College","Married","Less than $40K",2,2718,2570,49
713188383,54,"F","College","Married","Less than $40K",2,3084,1446,22
719506983,52,"M","Graduate","Married","$80K - $120K",2,17302,1181,30
714804483,48,"M","College","Divorced","$40K - $60K",3,12159,1426,34
748503708,54,"F","High School","Single","Less than $40K",4,2797,1566,36
803587533,33,"M","Uneducated","Single","$60K - $80K",3,2618,3319,86
789777408,26,"F","Post-Graduate","Single","Less than $40K",2,1442,1134,26
716811483,30,"F","Uneducated","Married","Less than $40K",2,2063,1859,43
714118383,49,"F","Graduate","Married","Less than $40K",2,8154,2223,72
720532908,36,"F","Unknown","Divorced","$40K - $60K",3,9735,2967,80
765055833,56,"M","Unknown","Married","$80K - $120K",4,4310,1645,33
715310208,53,"M","Uneducated","Married","$80K - $120K",3,11450,2197,45
718577958,39,"M","Uneducated","Married","$120K +",3,8906,809,15
789167658,34,"M","College","Married","$60K - $80K",3,4245,1534,34
789987183,53,"M","College","Married","$80K - $120K",4,21953,1413,37
717730533,32,"M","Graduate","Single","$40K - $60K",1,1614,2659,63
708668283,39,"M","Graduate","Married","$80K - $120K",4,5140,1842,36
772360683,57,"M","High School","Married","$120K +",3,31762,1515,36
712500933,48,"F","Graduate","Single","Unknown",4,11692,2997,56
804867183,37,"M","Unknown","Married","$60K - $80K",2,16043,2599,47
826068183,36,"M","Graduate","Married","$80K - $120K",4,15488,2916,50
820044333,39,"M","College","Divorced","$40K - $60K",3,2503,4157,58
714211533,31,"M","Graduate","Divorced","Less than $40K",3,3312,2670,50
710287533,31,"M","Graduate","Single","$40K - $60K",2,6269,2221,57
720603558,36,"M","Graduate","Single","$60K - $80K",2,20337,2460,74
819258408,47,"F","Graduate","Single","Less than $40K",2,2224,1698,41
717664008,37,"M","College","Married","$60K - $80K",3,3100,694,12
717437058,38,"M","Unknown","Divorced","$60K - $80K",2,26437,2167,57
717327783,39,"M","Graduate","Married","$80K - $120K",2,9959,2760,44
712887633,39,"M","Unknown","Single","$80K - $120K",3,25008,1753,43
716129208,37,"M","Graduate","Married","$40K - $60K",3,2031,1678,36
718037433,58,"M","Graduate","Married","$80K - $120K",4,1654,1887,60
709839858,58,"F","Graduate","Married","Less than $40K",4,4608,1535,31
719686458,37,"M","Graduate","Married","$40K - $60K",4,3908,1903,30
721434483,54,"M","Graduate","Married","$80K - $120K",3,2798,2631,55
716096358,45,"F","Uneducated","Single","Less than $40K",4,2551,3753,63
718244958,36,"F","Graduate","Married","Unknown",2,8621,1989,37
711315783,53,"M","Graduate","Married","$40K - $60K",4,7451,2165,49
821296083,34,"F","College","Married","Less than $40K",3,2617,2003,47
711562833,35,"M","Graduate","Married","$80K - $120K",3,12634,717,18
716447733,32,"M","Graduate","Married","$40K - $60K",3,6407,1921,43
719591283,38,"M","Uneducated","Married","Less than $40K",2,1438.3,2412,58
789911808,37,"M","Uneducated","Married","$80K - $120K",2,2672,2487,52
713195808,37,"F","High School","Married","Unknown",3,11948,2792,51
717866133,47,"F","Graduate","Single","Less than $40K",3,2677,2170,63
716670783,52,"F","Doctorate","Single","Unknown",2,24703,4776,63
789197508,54,"M","High School","Married","$60K - $80K",3,2240,1518,36
713108433,53,"M","College","Married","$80K - $120K",4,6052,1476,37
711403383,33,"F","College","Single","Less than $40K",4,2562,2256,70
768212583,49,"M","Graduate","Married","$60K - $80K",4,15377,1848,49
720181758,37,"M","Doctorate","Married","$120K +",3,8654,850,18
710632683,31,"M","Uneducated","Married","$40K - $60K",2,1438.3,2308,49
711836733,43,"M","Graduate","Single","$120K +",3,1438.3,1867,45
771183933,39,"M","Uneducated","Married","$80K - $120K",2,16040,1923,49
711327558,38,"M","High School","Married","$40K - $60K",3,2801,1600,45
788971308,62,"F","Uneducated","Married","Less than $40K",4,2658,1809,41
718950483,58,"F","Unknown","Married","$40K - $60K",3,12423,1208,38
714278958,39,"F","High School","Married","Unknown",1,9347,2201,46
711817158,30,"M","College","Divorced","$40K - $60K",3,3143,2510,57
765824058,46,"M","Doctorate","Married","$80K - $120K",3,5106,3784,74
710109633,39,"M","College","Married","$60K - $80K",3,9871,1683,34
713643858,53,"F","College","Married","$40K - $60K",4,1525,1911,47
716399583,34,"M","Uneducated","Married","$120K +",2,19630,2286,39
