"CLIENTNUM","Customer_Age","Gender","Education_Level","Marital_Status","Income_Category","Months_Inactive_12_mon","Credit_Limit","Total_Trans_Amt","Total_Trans_Ct"
719952408,30,"M","Graduate","Married","Less than $40K",3,2550,1870,51
771028533,48,"F","Post-Graduate","Married","Less than $40K",1,10357,911,25
713998233,37,"F","High School","Single","Less than $40K",2,3586,2780,57
713574708,39,"M","College","Single","$40K - $60K",2,1640,3124,66
712004208,65,"M","Graduate","Single","Less than $40K",3,3422,1973,59
719621958,43,"M","Graduate","Unknown","$60K - $80K",2,4365,1720,40
823948308,48,"M","Post-Graduate","Unknown","$40K - $60K",2,6710,1727,37
712064358,38,"M","Graduate","Married","$60K - $80K",3,2507,1999,34
816013383,65,"F","Graduate","Divorced","Less than $40K",6,6184,1712,27
780881358,35,"M","Graduate","Single","$40K - $60K",3,16659,2551,74
709422183,58,"F","Graduate","Married","Less than $40K",2,2203,1788,45
809941233,53,"M","Graduate","Married","$80K - $120K",1,3074,1377,38
710844408,38,"M","Post-Graduate","Married","$60K - $80K",3,2584,1843,28
807141183,34,"M","Graduate","Married","$120K +",3,14938,1930,36
808273533,39,"M","High School","Single","$60K - $80K",4,1818,2054,55
716297658,37,"M","Graduate","Single","$80K - $120K",1,14926,2405,55
716532258,51,"F","High School","Single","Less than $40K",3,2827,3291,55
720904233,53,"M","Graduate","Married","$80K - $120K",3,16033,1158,31
720863133,65,"M","Graduate","Married","Less than $40K",3,3213,1855,39
714957108,33,"F","High School","Divorced","Less than $40K",1,3616,3133,72
790102008,37,"M","Doctorate","Single","$60K - $80K",1,5924,3305,80
781933983,47,"M","Graduate","Married","$40K - $60K",3,14535,2970,76
712643358,59,"F","High School","Married","Less than $40K",2,2833,1335,23
716686158,59,"F","Post-Graduate","Married","Less than $40K",2,1479,1621,32
813230208,45,"M","College","Single","$120K +",3,2900,4686,64
787500333,52,"M","Post-Graduate","Single","$80K - $120K",1,8695,2030,58
768582033,47,"M","High School","Married","$40K - $60K",3,6692,3902,76
719916408,34,"M","Graduate","Married","$60K - $80K",2,2501,1850,34
789433758,36,"M","College","Married","$80K - $120K",3,6338,1715,39
710816358,29,"M","Post-Graduate","Married","Less than $40K",3,2963,2523,48
779653458,37,"M","Graduate","Married","$80K - $120K",3,8260,2323,47
716382708,46,"F","Graduate","Single","Less than $40K",4,8309,1165,35
710387583,55,"M","High School","Married","$80K - $120K",1,3864,1018,32
718772133,56,"M","Graduate","Married","$80K - $120K",3,10230,1484,34
711224733,32,"M","High School","Married","$120K +",3,22382,695,10
716102583,63,"F","Graduate","Married","Less than $40K",1,2675,1959,56
708459633,38,"M","High School","Married","$60K - $80K",1,5815,1604,42
717648783,63,"M","High School","Married","$80K - $120K",2,6922,1449,28
714709983,43,"F","College","Married","Less than $40K",2,6979,1665,44
819409608,39,"F","Graduate","Married","Less than $40K",3,2594,1457,43
791856033,45,"M","College","Divorced","$80K - $120K",4,34516,1041,27
714474483,35,"F","Graduate","Married","$40K - $60K",2,2523,2005,50
716448783,48,"F","Graduate","Married","$40K - $60K",4,6235,1225,34
711065133,26,"M","High School","Single","$40K - $60K",2,1473,2099,39
713769258,36,"M","College","Married","$120K +",2,17116,2547,45
712288158,37,"M","College","Married","$80K - $120K",3,4631,2864,37
789127533,49,"M","High School","Divorced","$80K - $120K",2,32338,3013,83
804840033,45,"M","College","Married","$60K - $80K",6,16611,1960,48
712058958,28,"M","High School","Single","Less than $40K",3,3480,2744,75
708295533,65,"F","Post-Graduate","Married","Less than $40K",3,3549,1215,22
817686633,26,"F","College","Single","Less than $40K",2,1438.3,2856,39
721310283,47,"M","Graduate","Single","$120K +",2,34516,1804,32
803132733,54,"F","Graduate","Married","Less than $40K",3,6814,1339,30
711615933,43,"M","Graduate","Married","$80K - $120K",3,28170,1013,28
785311158,54,"F","Graduate","Single","Less than $40K",1,6610,3328,69
717267108,37,"M","College","Single","$60K - $80K",3,15755,2061,61
711636558,33,"M","Graduate","Married","$80K - $120K",3,2711,1567,42
717504258,38,"M","College","Married","$40K - $60K",1,3735,1573,35
718242333,36,"M","Graduate","Single","$80K - $120K",3,10216,2568,69
708892833,37,"M","Graduate","Married","$120K +",4,13662,725,22
720191883,45,"M","High School","Single","$60K - $80K",3,7050,1236,36
710934033,26,"M","High School","Single","Less than $40K",1,1775,2169,43
714473658,42,"M","Graduate","Single","$40K - $60K",2,8960,1488,26
716569983,33,"M","College","Married","$80K - $120K",1,2355,1765,27
789833583,57,"F","High School","Married","$40K - $60K",2,6803,1476,30
818923158,55,"M","Graduate","Married","$60K - $80K",2,2145,1275,31
716620458,32,"M","High School","Single","Less than $40K",2,4500,2439,63
710251608,62,"F","High School","Married","Less than $40K",3,2941,1453,27
710633808,26,"M","Graduate","Single","$60K - $80K",3,7102,2411,41
719318583,37,"M","High School","Married","Less than $40K",3,6866,862,13
819202533,57,"M","Doctorate","Married","$80K - $120K",2,10378,1306,32
771196083,47,"M","Graduate","Married","$80K - $120K",3,18178,1837,37
817142433,35,"M","Graduate","Married","$80K - $120K",3,8082,1725,29
713309583,55,"F","College","Married","Less than $40K",3,2967,2177,59
710273658,36,"M","Graduate","Married","$60K - $80K",2,3092,2883,61
771429408,54,"M","High School","Married","$80K - $120K",3,1618,1515,31
719452308,30,"F","Graduate","Married","Less than $40K",2,2498,2048,35
818908833,46,"M","Graduate","Married","$40K - $60K",2,2564,2038,45
780998133,43,"M","Graduate","Married","$80K - $120K",4,10540,1980,45
801726933,34,"M","Graduate","Married","$120K +",3,13384,1899,33
788474658,55,"M","Graduate","Married","$80K - $120K",2,16208,1842,56
710562258,44,"M","Graduate","Married","$80K - $120K",4,19214,3407,47
814776033,34,"M","Graduate","Single","$80K - $120K",1,13395,2650,69
715057383,40,"M","Graduate","Married","$60K - $80K",3,17126,3891,79
717970158,42,"M","College","Single","$60K - $80K",3,8083,3942,84
715168008,36,"M","Graduate","Divorced","$40K - $60K",2,8995,2398,61
720802833,26,"F","High School","Single","Less than $40K",2,2404,2692,63
789370383,42,"M","High School","Married","$40K - $60K",2,2807,1346,26
711782733,55,"M","Graduate","Married","$40K - $60K",3,3097,1390,24
719381733,61,"M","High School","Single","$60K - $80K",2,2175,3994,64
771169458,41,"M","College","Married","$120K +",3,28020,1723,36
709974108,35,"F","Graduate","Single","Less than $40K",3,2640,3116,80
757024233,34,"M","Graduate","Single","$120K +",1,31313,2555,62
768928833,37,"M","High School","Married","$80K - $120K",2,7304,2717,63
812441358,26,"M","College","Divorced","$40K - $60K",3,1438.3,2660,89
713287608,54,"F","High School","Married","Less than $40K",4,3161,2412,62
711357858,47,"F","Graduate","Single","Less than $40K",3,7246,777,13
715478733,56,"F","Graduate","Married","Less than $40K",4,3088,2292,54
713469333,40,"M","High School","Single","$80K - $120K",2,19279,1777,56
719243808,33,"F","Graduate","Married","Less than $40K",2,3792,1888,39
772202058,64,"M","Graduate","Married","Less than $40K",3,2084,1597,37
711346383,33,"M","High School","Single","$80K - $120K",3,34516,2804,70
711405333,52,"M","Post-Graduate","Married","$80K - $120K",2,6849,1651,43
709858533,29,"M","Graduate","Divorced","Less than $40K",1,2462,2320,57
711816108,40,"M","High School","Single","$80K - $120K",2,18563,2395,45
717105258,37,"F","Graduate","Married","Less than $40K",3,3992,2181,32
715822008,32,"M","High School","Married","Less than $40K",2,3568,1913,35
714971583,36,"M","Graduate","Single","$60K - $80K",3,7776,3063,87
713663508,58,"M","High School","Unknown","$40K - $60K",2,1438.3,1088,22
709025583,53,"M","High School","Married","$80K - $120K",3,9355,1138,38
712189233,38,"F","Graduate","Married","$40K - $60K",1,5153,3095,63
713767383,32,"F","High School","Married","$40K - $60K",2,2062,2397,41
797414733,37,"F","Graduate","Single","Less than $40K",3,2005,2439,61
714151533,55,"F","Graduate","Married","$40K - $60K",4,4589,1569,33
787494783,58,"M","High School","Married","$60K - $80K",3,8184,2140,49
710297133,47,"M","High School","Married","$80K - $120K",3,30210,3503,65
793355508,32,"M","Graduate","Single","Less than $40K",3,6942,2657,71
708580908,56,"M","High School","Married","$60K - $80K",3,14551,1373,35
719826333,34,"F","Doctorate","Single","Less than $40K",1,1438.3,2557,67
714902283,43,"M","High School","Married","$80K - $120K",3,7866,2843,53
789309558,31,"M","College","Married","Less than $40K",2,2718,2570,49
713188383,54,"F","College","Married","Less than $40K",2,3084,1446,22
719506983,52,"M","Graduate","Married","$80K - $120K",2,17302,1181,30
714804483,48,"M","College","Divorced","$40K - $60K",3,12159,1426,34
748503708,54,"F","High School","Single","Less than $40K",4,2797,1566,36
789777408,26,"F","Post-Graduate","Single","Less than $40K",2,1442,1134,26
714118383,49,"F","Graduate","Married","Less than $40K",2,8154,2223,72
789167658,34,"M","College","Married","$60K - $80K",3,4245,1534,34
789987183,53,"M","College","Married","$80K - $120K",4,21953,1413,37
717730533,32,"M","Graduate","Single","$40K - $60K",1,1614,2659,63
708668283,39,"M","Graduate","Married","$80K - $120K",4,5140,1842,36
772360683,57,"M","High School","Married","$120K +",3,31762,1515,36
826068183,36,"M","Graduate","Married","$80K - $120K",4,15488,2916,50
820044333,39,"M","College","Divorced","$40K - $60K",3,2503,4157,58
714211533,31,"M","Graduate","Divorced","Less than $40K",3,3312,2670,50
710287533,31,"M","Graduate","Single","$40K - $60K",2,6269,2221,57
720603558,36,"M","Graduate","Single","$60K - $80K",2,20337,2460,74
819258408,47,"F","Graduate","Single","Less than $40K",2,2224,1698,41
717664008,37,"M","College","Married","$60K - $80K",3,3100,694,12
717327783,39,"M","Graduate","Married","$80K - $120K",2,9959,2760,44
716129208,37,"M","Graduate","Married","$40K - $60K",3,2031,1678,36
718037433,58,"M","Graduate","Married","$80K - $120K",4,1654,1887,60
709839858,58,"F","Graduate","Married","Less than $40K",4,4608,1535,31
719686458,37,"M","Graduate","Married","$40K - $60K",4,3908,1903,30
721434483,54,"M","Graduate","Married","$80K - $120K",3,2798,2631,55
711315783,53,"M","Graduate","Married","$40K - $60K",4,7451,2165,49
821296083,34,"F","College","Married","Less than $40K",3,2617,2003,47
711562833,35,"M","Graduate","Married","$80K - $120K",3,12634,717,18
716447733,32,"M","Graduate","Married","$40K - $60K",3,6407,1921,43
717866133,47,"F","Graduate","Single","Less than $40K",3,2677,2170,63
789197508,54,"M","High School","Married","$60K - $80K",3,2240,1518,36
713108433,53,"M","College","Married","$80K - $120K",4,6052,1476,37
711403383,33,"F","College","Single","Less than $40K",4,2562,2256,70
768212583,49,"M","Graduate","Married","$60K - $80K",4,15377,1848,49
720181758,37,"M","Doctorate","Married","$120K +",3,8654,850,18
711836733,43,"M","Graduate","Single","$120K +",3,1438.3,1867,45
711327558,38,"M","High School","Married","$40K - $60K",3,2801,1600,45
711817158,30,"M","College","Divorced","$40K - $60K",3,3143,2510,57
765824058,46,"M","Doctorate","Married","$80K - $120K",3,5106,3784,74
710109633,39,"M","College","Married","$60K - $80K",3,9871,1683,34
713643858,53,"F","College","Married","$40K - $60K",4,1525,1911,47
714516783,54,"F","Graduate","Divorced","Less than $40K",3,12547,3360,56
710490708,54,"M","High School","Single","$80K - $120K",1,17686,2047,46
715389708,36,"F","Graduate","Married","Less than $40K",3,4824,1516,32
789607983,38,"M","High School","Married","$40K - $60K",6,8603,1758,40
815104608,28,"F","Graduate","Divorced","Less than $40K",1,3818,2947,87
714159858,57,"M","Graduate","Married","$40K - $60K",2,5387,1546,36
714225333,48,"F","Graduate","Married","Less than $40K",1,2930,1545,21
735417408,37,"M","High School","Married","$60K - $80K",1,2218,1941,58
711786108,52,"M","Graduate","Married","$60K - $80K",3,7187,1159,26
712905708,53,"F","Graduate","Married","Less than $40K",2,2590,1188,40
720050208,27,"F","High School","Single","Less than $40K",1,4255,2236,57
793952133,32,"F","High School","Married","Less than $40K",2,2778,1680,33
798140283,57,"M","Graduate","Married","$120K +",3,10711,1180,29
789970233,54,"F","High School","Married","Less than $40K",1,2513,1454,30
713893308,45,"M","Graduate","Divorced","$60K - $80K",1,3291,1984,38
718843608,36,"F","Post-Graduate","Divorced","Less than $40K",2,8917,3327,80
752085108,39,"F","Graduate","Married","$40K - $60K",5,4955,1824,38
789435783,39,"F","Graduate","Married","$40K - $60K",1,2909,1532,26
711032058,34,"M","High School","Single","$80K - $120K",4,34516,2901,75
804663258,54,"M","High School","Married","$80K - $120K",1,14015,1903,49
716900433,36,"M","Graduate","Married","$60K - $80K",2,2540,2384,61
720909408,37,"M","High School","Divorced","$120K +",2,3497,2337,61
718428033,55,"F","Graduate","Single","Less than $40K",2,4430,3395,70
714985458,56,"M","Graduate","Married","$60K - $80K",2,15124,1850,44
716647983,58,"F","Graduate","Married","Less than $40K",3,7712,1574,34
715257708,38,"M","High School","Married","$60K - $80K",2,3657,2758,55
709501683,33,"F","Graduate","Single","$40K - $60K",1,5830,2263,60
711692508,54,"F","Post-Graduate","Married","Less than $40K",4,1438.3,1154,22
709674333,33,"M","High School","Single","$60K - $80K",2,2400,2677,70
805522758,44,"F","Doctorate","Divorced","Less than $40K",2,2311,1701,33
773389908,37,"F","High School","Single","Less than $40K",1,1438.3,2075,66
719320833,39,"M","Post-Graduate","Married","$60K - $80K",3,5471,1992,46
816843933,39,"M","High School","Married","$80K - $120K",3,8823,1961,32
789196158,55,"M","Graduate","Married","$60K - $80K",2,2173,1485,26
717930483,37,"M","Graduate","Single","$120K +",3,5616,1564,31
773442258,57,"M","Doctorate","Married","$80K - $120K",2,8571,1397,28
719872833,45,"F","Graduate","Divorced","Less than $40K",6,2803,3347,71
721491258,53,"M","Graduate","Married","$80K - $120K",2,3924,1417,30
770575233,37,"M","Graduate","Single","$60K - $80K",1,5663,2553,61
708811233,37,"M","Graduate","Married","$80K - $120K",2,12702,1992,40
794627208,43,"M","High School","Married","$60K - $80K",3,7189,1935,52
719020983,58,"M","Graduate","Married","$80K - $120K",3,12421,1913,49
719131533,29,"F","Post-Graduate","Divorced","Less than $40K",2,2585,3519,73
710449983,38,"M","High School","Married","$120K +",1,2818,2916,45
720714933,62,"F","Graduate","Married","Less than $40K",2,3143,1323,25
789170283,53,"M","Graduate","Unknown","$80K - $120K",5,6514,3084,63
810201783,26,"F","Graduate","Single","$40K - $60K",3,3119,2740,62
715517733,46,"F","High School","Single","Less than $40K",0,13092,936,25
709042908,51,"F","College","Married","$40K - $60K",2,1438.3,2207,68
714345783,59,"M","High School","Married","$40K - $60K",3,2701,1469,36
710782458,31,"M","Graduate","Married","$40K - $60K",2,2469,1615,36
711142308,37,"M","High School","Divorced","$40K - $60K",1,3091,2572,65
824789283,36,"M","High School","Single","$40K - $60K",5,2683,2373,73
721014858,61,"F","Graduate","Married","Less than $40K",1,2942,1479,28
710363433,26,"M","High School","Single","Less than $40K",3,2735,2441,58
715479483,35,"M","College","Married","$80K - $120K",2,15279,2079,57
708243483,53,"M","College","Married","$120K +",2,14938,2248,51
714770808,59,"M","High School","Married","Less than $40K",3,4328,1580,54
720626058,37,"M","Graduate","Single","$80K - $120K",4,34516,1768,52
709185108,38,"M","High School","Married","$60K - $80K",4,5824,1801,44
717348258,33,"M","Graduate","Married","$120K +",1,4459,2502,48
770882508,38,"M","College","Married","$80K - $120K",1,17162,2457,54
718777008,59,"M","High School","Married","$80K - $120K",1,3278,1374,32
713352183,30,"M","Post-Graduate","Married","Less than $40K",1,7173,1793,33
716128083,56,"M","High School","Married","$40K - $60K",2,3295,1191,34
757881258,31,"M","Graduate","Divorced","$60K - $80K",2,4232,2565,69
715843533,26,"M","College","Single","$40K - $60K",4,2703,2111,29
717234183,29,"M","Graduate","Married","Less than $40K",1,2710,1718,37
709710783,35,"F","High School","Single","Less than $40K",3,5931,2730,71
815845758,56,"F","High School","Married","Less than $40K",2,1438.3,1354,24
778693458,32,"M","High School","Divorced","$60K - $80K",3,12616,1376,29
788610258,49,"M","College","Unknown","Less than $40K",2,9652,3762,73
711173883,36,"M","Graduate","Divorced","$120K +",2,1651,2516,54
789261558,58,"M","High School","Married","$60K - $80K",1,2212,1387,34
770647233,35,"F","High School","Married","Less than $40K",6,2157,2111,59
712826208,39,"F","Graduate","Married","$40K - $60K",1,2575,1487,33
714460683,65,"M","High School","Married","Less than $40K",3,3838,1467,29
713800158,58,"M","High School","Married","$80K - $120K",3,2994,1540,32
715379133,51,"F","College","Single","Less than $40K",4,1737,1954,42
771756333,34,"F","Graduate","Married","Less than $40K",3,2263,2154,37
789413958,53,"M","Graduate","Single","$80K - $120K",2,11909,1938,53
711574008,32,"M","College","Single","$80K - $120K",3,21390,2477,59
714138408,49,"M","High School","Married","$60K - $80K",1,9264,4107,79
709564683,32,"M","Graduate","Married","$40K - $60K",3,4739,886,21
772292358,30,"M","College","Divorced","Less than $40K",3,7970,1284,30
708446808,33,"M","Post-Graduate","Married","$80K - $120K",3,2946,2017,48
824192658,58,"F","Post-Graduate","Single","Less than $40K",2,8886,4148,79
711625683,46,"M","Doctorate","Married","$120K +",2,3104,2781,74
717301908,54,"F","Doctorate","Married","Less than $40K",3,3312,1973,55
718435158,50,"M","High School","Married","$120K +",1,34516,1930,36
714797733,41,"M","College","Single","$60K - $80K",1,5246,3189,56
719213133,53,"M","Graduate","Unknown","$60K - $80K",1,2432,3670,60
798962058,36,"F","Graduate","Married","Less than $40K",3,3103,1836,48
810856833,45,"M","College","Unknown","$120K +",2,11962,1907,52
787868958,36,"M","High School","Single","$80K - $120K",3,14690,2746,68
708161133,45,"M","Graduate","Single","$40K - $60K",1,6629,3891,69
708174708,38,"M","Graduate","Married","$40K - $60K",2,5535,1764,38
708735183,35,"F","High School","Married","Less than $40K",3,2544,2289,49
708445608,48,"M","College","Married","Less than $40K",3,3305,2027,57
714531108,31,"M","College","Married","$80K - $120K",3,4260,2109,52
711635358,40,"F","College","Single","Less than $40K",1,7291,2198,56
803648508,43,"M","High School","Unknown","$80K - $120K",2,13882,1646,42
813200058,63,"M","Graduate","Married","$40K - $60K",2,6500,1497,27
715206408,31,"F","High School","Single","Less than $40K",1,6662,3264,83
737933883,34,"M","High School","Married","$60K - $80K",1,8063,2042,49
774437583,55,"M","Doctorate","Married","$60K - $80K",2,4597,1504,38
713104458,46,"M","Graduate","Single","$40K - $60K",3,7869,998,25
715462008,45,"M","College","Married","$60K - $80K",3,17884,2031,49
715366083,52,"F","Doctorate","Single","Less than $40K",2,1438.3,947,33
712322058,40,"F","High School","Married","Less than $40K",1,2046,3432,49
789530208,54,"F","Graduate","Married","Less than $40K",2,2737,1619,37
717885183,36,"M","Graduate","Single","Less than $40K",1,2622,2717,79
716244033,44,"M","Graduate","Married","$40K - $60K",3,7266,1741,27
804598908,35,"M","Graduate","Single","$80K - $120K",2,6510,2238,49
714038433,37,"F","High School","Single","$40K - $60K",1,3252,2953,72
719729433,65,"F","Graduate","Married","Less than $40K",2,7023,2535,51
717192933,55,"M","Graduate","Married","$120K +",2,8302,1576,34
711734508,55,"M","Graduate","Married","$80K - $120K",3,9959,1584,28
712149033,57,"F","High School","Married","Less than $40K",1,5184,1834,55
713901108,37,"M","High School","Single","$60K - $80K",1,14575,3444,80
719385558,62,"F","College","Married","$40K - $60K",1,1438.3,1281,32
779528658,42,"M","College","Unknown","$60K - $80K",3,3092,2133,41
721508283,47,"F","Graduate","Married","Less than $40K",2,8322,3700,62
757753083,44,"F","Graduate","Married","Less than $40K",3,10110,4063,74
797753283,34,"F","High School","Married","Less than $40K",3,2707,1926,33
708423933,51,"M","Doctorate","Single","$40K - $60K",2,6103,3203,64
714321408,65,"M","High School","Married","$40K - $60K",2,2246,1429,32
771852483,46,"M","Graduate","Single","$80K - $120K",3,4930,3343,77
708185208,27,"M","Graduate","Single","$40K - $60K",1,3178,2010,31
714920208,37,"F","High School","Unknown","Less than $40K",5,3003,3148,68
713237958,34,"M","Graduate","Married","$40K - $60K",1,2638,1868,43
769196433,55,"F","Post-Graduate","Married","Less than $40K",1,2414,2000,62
778942233,60,"F","Doctorate","Married","Less than $40K",2,1438.3,1267,27
708651933,56,"M","Graduate","Married","$60K - $80K",1,2043,2311,57
720467583,52,"M","High School","Single","$80K - $120K",3,34516,3072,67
713533983,56,"M","Graduate","Married","$120K +",3,2585,1590,33
787463508,26,"M","Graduate","Single","Less than $40K",2,2469,1027,20
708980283,34,"M","High School","Married","$80K - $120K",1,4185,2179,55
710023233,36,"M","Graduate","Single","$120K +",2,24457,2739,65
778381608,48,"M","Doctorate","Single","$80K - $120K",3,6572,1766,46
780219483,61,"F","Graduate","Married","Less than $40K",2,2250,1339,28
715143333,45,"F","High School","Divorced","Less than $40K",2,9433,3910,81
711913833,37,"M","Graduate","Married","$40K - $60K",2,8818,1865,31
715413483,44,"F","Graduate","Single","Less than $40K",1,4066,3888,77
710458758,65,"F","Graduate","Married","Less than $40K",3,4161,1203,30
719494983,26,"M","Graduate","Single","Less than $40K",3,2740,1997,44
718229133,51,"M","College","Married","$120K +",2,23742,3783,57
718423533,57,"M","College","Unknown","$60K - $80K",3,16791,2983,74
781089708,30,"M","Graduate","Divorced","$80K - $120K",1,26783,2495,46
773082033,35,"M","Post-Graduate","Married","$80K - $120K",3,25516,2317,38
815288583,32,"M","Graduate","Married","$40K - $60K",3,4815,2501,36
710567508,53,"M","High School","Married","$80K - $120K",2,23462,1387,33
719427333,55,"M","College","Married","$60K - $80K",4,2252,1291,27
709785783,35,"F","Graduate","Single","Less than $40K",3,2300,1485,34
809290308,31,"F","Graduate","Married","Less than $40K",1,3540,1912,45
779783508,45,"M","Graduate","Married","$40K - $60K",1,13129,2564,56
719207733,61,"F","High School","Married","Less than $40K",2,3396,1418,36
714816258,37,"M","Graduate","Single","$60K - $80K",2,7638,2336,58
787573683,41,"M","Post-Graduate","Married","$60K - $80K",2,2624,4189,74
804310758,58,"M","Graduate","Married","$120K +",2,17934,2005,48
792912708,45,"M","Graduate","Married","$40K - $60K",1,15198,3183,64
719078283,57,"F","High School","Married","Less than $40K",3,3191,1501,35
780094008,55,"M","Doctorate","Married","$120K +",3,12875,1624,40
716420358,41,"F","High School","Married","$40K - $60K",2,2602,3151,78
755273658,52,"F","Graduate","Married","Less than $40K",3,2548,2055,54
709096908,57,"M","Graduate","Married","$120K +",3,4698,1865,35
714840858,40,"F","High School","Unknown","Less than $40K",2,2222,3302,65
721205508,47,"M","High School","Married","$80K - $120K",3,8217,1848,56
803963808,39,"M","Graduate","Single","$80K - $120K",3,19074,3762,74
806170158,39,"M","Graduate","Single","$60K - $80K",3,34516,3899,78
751469808,36,"M","Graduate","Married","$120K +",2,12852,1606,33
709794333,29,"M","Graduate","Married","Less than $40K",2,2827,1608,30
714327183,37,"F","Graduate","Married","Less than $40K",3,1825,2878,54
808909008,61,"M","Post-Graduate","Married","Less than $40K",3,1438.3,1448,31
716207508,36,"M","High School","Married","$60K - $80K",2,5497,1981,38
768965208,51,"F","Graduate","Married","$40K - $60K",2,6778,3158,71
720185058,46,"M","Graduate","Married","$60K - $80K",3,4267,1067,23
715220508,31,"F","High School","Married","Less than $40K",2,3273,2726,57
712112733,33,"M","Doctorate","Single","$40K - $60K",2,9371,2518,67
712298883,50,"F","High School","Single","Less than $40K",3,1438.3,2987,73
719089383,48,"M","High School","Married","$40K - $60K",2,6168,4303,80
720986958,50,"F","Graduate","Divorced","$40K - $60K",2,8307,2293,36
709473708,39,"M","Graduate","Married","$80K - $120K",2,30753,1780,33
708593883,39,"M","College","Married","$60K - $80K",1,2731,1813,38
717399183,37,"M","Graduate","Married","$80K - $120K",3,8058,2774,52
715043508,38,"M","Graduate","Unknown","$40K - $60K",3,9515,4642,61
716610558,65,"F","High School","Single","$40K - $60K",3,10962,2724,71
779925033,38,"F","Graduate","Married","$40K - $60K",3,2997,2807,60
790225758,41,"M","College","Single","$80K - $120K",3,2647,2262,47
713879283,55,"F","Graduate","Married","Less than $40K",1,4580,1694,34
718162908,55,"M","College","Married","$80K - $120K",2,26101,1472,48
708664008,57,"M","College","Married","$80K - $120K",3,14270,1222,37
770781558,35,"F","Graduate","Married","Less than $40K",1,3230,1914,31
790048158,46,"F","College","Married","Less than $40K",3,8881,2632,54
794551383,50,"F","College","Single","Less than $40K",3,4419,4535,75
820981383,44,"F","High School","Divorced","Less than $40K",1,9235,1739,42
713366583,63,"F","High School","Married","Less than $40K",1,3055,1405,40
767311008,41,"M","Graduate","Divorced","$80K - $120K",2,19412,1576,41
712727283,55,"M","Graduate","Married","$60K - $80K",2,4666,1281,28
716059608,48,"F","College","Single","Less than $40K",3,4894,3277,67
708292833,35,"M","High School","Single","$120K +",2,27389,2754,60
720013083,30,"F","Post-Graduate","Single","Less than $40K",3,2132,3265,74
710540883,37,"M","High School","Single","$80K - $120K",3,6590,2449,67
709212183,53,"F","Graduate","Married","Less than $40K",1,3176,1634,53
713424108,37,"M","Graduate","Single","$60K - $80K",1,4288,2591,57
815001108,48,"M","Doctorate","Single","Less than $40K",3,5945,3598,67
709802208,37,"M","Graduate","Married","$40K - $60K",1,3350,2849,61
713445183,35,"M","High School","Married","$60K - $80K",3,4008,2794,58
717310458,35,"F","Graduate","Single","Less than $40K",3,5780,2960,65
789158433,49,"F","High School","Unknown","$40K - $60K",1,2497,2922,53
772776033,33,"M","College","Single","$80K - $120K",4,7081,2249,47
719804208,36,"M","Graduate","Married","$40K - $60K",1,6824,1933,48
715077483,47,"F","Doctorate","Married","Less than $40K",3,1438.3,2250,40
717000858,41,"M","Graduate","Married","Less than $40K",2,2683,2274,52
792402483,46,"M","Graduate","Single","$60K - $80K",2,12280,4263,70
712973733,58,"M","Graduate","Married","$60K - $80K",2,14607,1393,38
813213558,53,"F","Doctorate","Single","Less than $40K",3,2267,3709,64
711426033,49,"M","Graduate","Married","$80K - $120K",2,11332,3806,65
719233833,35,"F","High School","Married","Less than $40K",3,3073,1944,55
716864733,47,"M","College","Married","$120K +",3,34516,1805,46
821168733,38,"M","Graduate","Married","$60K - $80K",3,5323,1783,33
710135058,56,"M","Graduate","Married","$80K - $120K",1,9078,1543,34
720228708,56,"M","High School","Married","$120K +",1,27029,1302,27
718618458,38,"M","High School","Single","$60K - $80K",1,9859,4345,72
719470458,46,"M","College","Single","$80K - $120K",4,4026,1102,27
719587158,37,"M","High School","Single","$40K - $60K",2,2608,2565,72
718589133,65,"F","Graduate","Single","Less than $40K",2,4613,2328,62
789235383,38,"M","College","Married","$80K - $120K",2,10386,2119,52
713548158,26,"M","College","Single","$40K - $60K",2,2657,2349,41
720264783,58,"F","Graduate","Married","Less than $40K",2,5031,1433,34
809990883,48,"F","Graduate","Single","Less than $40K",2,2423,2038,64
714412308,33,"M","Graduate","Married","$80K - $120K",3,7140,916,18
772303458,62,"F","Doctorate","Married","$40K - $60K",3,3377,1407,44
711990933,40,"F","Graduate","Single","Less than $40K",3,2295,3292,62
819977058,46,"M","High School","Single","$40K - $60K",3,3150,3432,71
721467258,58,"M","High School","Married","$40K - $60K",2,2165,1541,33
719976558,47,"M","Graduate","Unknown","$60K - $80K",2,4249,1881,49
713303733,53,"M","Graduate","Married","$120K +",3,1612,1564,33
711129483,45,"M","Graduate","Married","$60K - $80K",1,14593,3447,72
797757333,43,"M","Post-Graduate","Married","$60K - $80K",1,34516,4149,86
709623483,56,"M","High School","Married","$120K +",1,18442,1281,36
709056558,43,"F","College","Married","$40K - $60K",3,2800,1994,41
708238833,57,"F","High School","Married","Less than $40K",2,3032,1387,30
798022683,43,"M","Graduate","Married","$80K - $120K",2,25517,2508,44
769756983,38,"M","Graduate","Married","$60K - $80K",1,7709,2520,61
712674183,53,"M","College","Married","$40K - $60K",3,4065,1271,36
713625483,58,"M","College","Married","$80K - $120K",2,11811,1469,29
716869458,34,"F","College","Single","Less than $40K",6,7440,2251,63
788723133,36,"M","High School","Single","$40K - $60K",1,12714,2240,53
794462133,55,"F","Graduate","Single","$40K - $60K",1,3735,1749,41
